security_key,latest_project_ticker,canonical_company_name,exact_legal_name_alias,structural_ambiguity_tier,historical_name_review_flag,ticker_like_exact_name_flag,ticker_candidate_ciks_pipe,current_exact_name_ciks_pipe,historical_exact_name_ciks_pipe,candidate_sec_cik,mapping_status,mapping_rationale,sec_current_name,sec_current_name_normalized,sec_tickers_pipe,former_name_count,sec_current_name_exact_match_flag,former_name_evidence_flag,sec_resolution_review_flag,review_priority,review_reason
FRT,FRT,FEDERAL REALTY INVS TRUST,federal realty invs trust,LOW,0,0,0000034903,,,0000034903,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",FEDERAL REALTY INVESTMENT TRUST,federal realty investment trust,FRT|FRT-PC,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
GEHC,GEHC,GE HealthCare Technologies,ge healthcare technologies,LOW,0,0,0001932393,,,0001932393,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",GE HealthCare Technologies Inc.,ge healthcare technologies inc,GEHC,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
GOOG,GOOG,ALPHABET INC CL C,alphabet inc cl c,LOW,0,0,0001652044,,,0001652044,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Alphabet Inc.,alphabet inc,GOOGL|GOOG|GOOGM|GOOGN,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
GOOGL,GOOGL,ALPHABET INC CL A,alphabet inc cl a,LOW,0,0,0001652044,,,0001652044,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Alphabet Inc.,alphabet inc,GOOGL|GOOG|GOOGM|GOOGN,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
HII,HII,HUNTINGTON INGALLS INDUSTRIE,huntington ingalls industrie,LOW,0,0,0001501585,,,0001501585,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","HUNTINGTON INGALLS INDUSTRIES, INC.",huntington ingalls industries inc,HII,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
HLT,HLT,HILTON WORLDWIDE HOLDINGS IN,hilton worldwide holdings in,LOW,0,0,0001585689,,,0001585689,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Hilton Worldwide Holdings Inc.,hilton worldwide holdings inc,HLT,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
HPE,HPE,HEWLETT PACKARD ENTERPRISE,hewlett packard enterprise,LOW,0,0,0001645590,,,0001645590,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Hewlett Packard Enterprise Co,hewlett packard enterprise co,HPE|HPE-PC,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
HST,HST,HOST HOTELS + RESORTS INC,host hotels resorts inc,LOW,0,0,0001070750,,,0001070750,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","HOST HOTELS & RESORTS, INC.",host hotels and resorts inc,HST,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
HSY,HSY,HERSHEY CO/THE,hershey co the,LOW,0,0,0000047111,,,0000047111,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",HERSHEY CO,hershey co,HSY,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
IBKR,IBKR,Interactive Brokers Group,interactive brokers group,LOW,0,0,0001381197,,,0001381197,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Interactive Brokers Group, Inc.",interactive brokers group inc,IBKR,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
IBM,IBM,INTL BUSINESS MACHINES CORP,intl business machines corp,LOW,0,0,0000051143,,,0000051143,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",INTERNATIONAL BUSINESS MACHINES CORP,international business machines corp,IBM,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
ICE,ICE,INTERCONTINENTAL EXCHANGE IN,intercontinental exchange in,LOW,0,0,0001571949,,,0001571949,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Intercontinental Exchange, Inc.",intercontinental exchange inc,ICE,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
IFF,IFF,INTL FLAVORS + FRAGRANCES,intl flavors fragrances,LOW,0,0,0000051253,,,0000051253,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",INTERNATIONAL FLAVORS & FRAGRANCES INC,international flavors and fragrances inc,IFF,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
ITW,ITW,ILLINOIS TOOL WORKS,illinois tool works,LOW,0,0,0000049826,,,0000049826,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",ILLINOIS TOOL WORKS INC,illinois tool works inc,ITW,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
JBHT,JBHT,HUNT (JB) TRANSPRT SVCS INC,hunt jb transprt svcs inc,LOW,0,0,0000728535,,,0000728535,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",HUNT J B TRANSPORT SERVICES INC,hunt j b transport services inc,JBHT,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
JCI,JCI,JOHNSON CONTROLS INTERNATION,johnson controls internation,LOW,0,0,0000833444,,,0000833444,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Johnson Controls International plc,johnson controls international plc,JCI,4.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
JKHY,JKHY,JACK HENRY + ASSOCIATES INC,jack henry associates inc,LOW,0,0,0000779152,,,0000779152,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",JACK HENRY & ASSOCIATES INC,jack henry and associates inc,JKHY,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
KDP,KDP,Keurig Dr Pepper,keurig dr pepper,LOW,0,0,0001418135,,,0001418135,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Keurig Dr Pepper Inc.,keurig dr pepper inc,KDP,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
KEYS,KEYS,KEYSIGHT TECHNOLOGIES IN,keysight technologies in,LOW,0,0,0001601046,,,0001601046,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Keysight Technologies, Inc.",keysight technologies inc,KEYS,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
KHC,KHC,KRAFT HEINZ CO/THE,kraft heinz co the,LOW,0,0,0001637459,,,0001637459,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Kraft Heinz Co,kraft heinz co,KHC,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
KO,KO,COCA COLA CO/THE,coca cola co the,LOW,0,0,0000021344,,,0000021344,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",COCA COLA CO,coca cola co,KO,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
LEG,LEG,Leggett & Platt,leggett and platt,LOW,0,0,0000058492,,,0000058492,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",LEGGETT & PLATT INC,leggett and platt inc,LEG,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
LEN,LEN,LENNAR CORP A,lennar corp a,LOW,0,0,0000920760,,,0000920760,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",LENNAR CORP /NEW/,lennar corp new,LEN|LEN-B,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
LOW,LOW,LOWE S COS INC,lowe s cos inc,LOW,0,0,0000060667,,,0000060667,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",LOWES COMPANIES INC,lowes companies inc,LOW,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
LYB,LYB,LYONDELLBASELL INDU CL A,lyondellbasell indu cl a,LOW,0,0,0001489393,,,0001489393,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",LyondellBasell Industries N.V.,lyondellbasell industries n v,LYB,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
LYV,LYV,LIVE NATION ENTERTAINMENT IN,live nation entertainment in,LOW,0,0,0001335258,,,0001335258,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Live Nation Entertainment, Inc.",live nation entertainment inc,LYV,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
MA,MA,MASTERCARD INC   A,mastercard inc a,LOW,0,0,0001141391,,,0001141391,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Mastercard Inc,mastercard inc,MA,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
MAA,MAA,MID AMERICA APARTMENT COMM,mid america apartment comm,LOW,0,0,0000912595,,,0000912595,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",MID AMERICA APARTMENT COMMUNITIES INC.,mid america apartment communities inc,MAAI|MAA|MAA-PI,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
MAR,MAR,MARRIOTT INTERNATIONAL  CL A,marriott international cl a,LOW,0,0,0001048286,,,0001048286,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",MARRIOTT INTERNATIONAL INC /MD/,marriott international inc md,MAR,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
MDLZ,MDLZ,MONDELEZ INTERNATIONAL INC A,mondelez international inc a,LOW,0,0,0001103982,,,0001103982,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Mondelez International, Inc.",mondelez international inc,MDLZ,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
META,META,META PLATFORMS INC CLASS A,meta platforms inc class a,LOW,0,0,0001326801,,,0001326801,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Meta Platforms, Inc.",meta platforms inc,META,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
MKC,MKC,MCCORMICK + CO NON VTG SHRS,mccormick co non vtg shrs,LOW,0,0,0000063754,,,0000063754,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",MCCORMICK & CO INC,mccormick and co inc,MKC|MKC-V,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
MLM,MLM,MARTIN MARIETTA MATERIALS,martin marietta materials,LOW,0,0,0000916076,,,0000916076,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",MARTIN MARIETTA MATERIALS INC,martin marietta materials inc,MLM,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
MOS,MOS,MOSAIC CO/THE,mosaic co the,LOW,0,0,0001285785,,,0001285785,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",MOSAIC CO,mosaic co,MOS,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
MPWR,MPWR,Monolithic Power Systems,monolithic power systems,LOW,0,0,0001280452,,,0001280452,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","MONOLITHIC POWER SYSTEMS, INC.",monolithic power systems inc,MPWR,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
MRSH,MRSH,MARSH + MCLENNAN COS,marsh mclennan cos,LOW,0,0,0000062709,,,0000062709,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","MARSH & MCLENNAN COMPANIES, INC.",marsh and mclennan companies inc,MRSH,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
MTD,MTD,METTLER TOLEDO INTERNATIONAL,mettler toledo international,LOW,0,0,0001037646,,,0001037646,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",METTLER TOLEDO INTERNATIONAL INC/,mettler toledo international inc,MTD,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
NCLH,NCLH,NORWEGIAN CRUISE LINE HOLDIN,norwegian cruise line holdin,LOW,0,0,0001513761,,,0001513761,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Norwegian Cruise Line Holdings Ltd.,norwegian cruise line holdings ltd,NCLH,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
NKE,NKE,NIKE INC  CL B,nike inc cl b,LOW,0,0,0000320187,,,0000320187,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","NIKE, Inc.",nike inc,NKE,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
NWS,NWS,NEWS CORP   CLASS B,news corp class b,LOW,0,0,0001564708,,,0001564708,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",NEWS CORP,news corp,NWSA|NWS|NWSLL,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
NWSA,NWSA,NEWS CORP   CLASS A,news corp class a,LOW,0,0,0001564708,,,0001564708,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",NEWS CORP,news corp,NWSA|NWS|NWSLL,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
ODFL,ODFL,OLD DOMINION FREIGHT LINE,old dominion freight line,LOW,0,0,0000878927,,,0000878927,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","OLD DOMINION FREIGHT LINE, INC.",old dominion freight line inc,ODFL,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
PANW,PANW,Palo Alto Networks,palo alto networks,LOW,0,0,0001327567,,,0001327567,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Palo Alto Networks Inc,palo alto networks inc,PANW,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
PEG,PEG,PUBLIC SERVICE ENTERPRISE GP,public service enterprise gp,LOW,0,0,0000788784,,,0000788784,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PUBLIC SERVICE ENTERPRISE GROUP INC,public service enterprise group inc,PEG,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
PENN,PENN,Penn National Gaming,penn national gaming,LOW,0,0,0000921738,,,0000921738,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","PENN Entertainment, Inc.",penn entertainment inc,PENN,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
PFG,PFG,PRINCIPAL FINANCIAL GROUP,principal financial group,LOW,0,0,0001126328,,,0001126328,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PRINCIPAL FINANCIAL GROUP INC,principal financial group inc,PFG,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
PG,PG,PROCTER + GAMBLE CO/THE,procter gamble co the,LOW,0,0,0000080424,,,0000080424,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PROCTER & GAMBLE Co,procter and gamble co,PG,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
PM,PM,PHILIP MORRIS INTERNATIONAL,philip morris international,LOW,0,0,0001413329,,,0001413329,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Philip Morris International Inc.,philip morris international inc,PM,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
PNC,PNC,PNC FINANCIAL SERVICES GROUP,pnc financial services group,LOW,0,0,0000713676,,,0000713676,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","PNC FINANCIAL SERVICES GROUP, INC.",pnc financial services group inc,PNC,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
PNW,PNW,PINNACLE WEST CAPITAL,pinnacle west capital,LOW,0,0,0000764622,,,0000764622,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PINNACLE WEST CAPITAL CORP,pinnacle west capital corp,PNW,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
PSKY,PSKY,PARAMOUNT SKYDANCE CL B,paramount skydance cl b,LOW,0,0,0002041610,,,0002041610,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Paramount Skydance Corp,paramount skydance corp,PSKY,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
SHW,SHW,SHERWIN WILLIAMS CO/THE,sherwin williams co the,LOW,0,0,0000089800,,,0000089800,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",SHERWIN WILLIAMS CO,sherwin williams co,SHW,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
SJM,SJM,JM SMUCKER CO/THE,jm smucker co the,LOW,0,0,0000091419,,,0000091419,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",J M SMUCKER Co,j m smucker co,SJM,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
SLG,SLG,SL Green Realty,sl green realty,LOW,0,0,0001040971,,,0001040971,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",SL GREEN REALTY CORP,sl green realty corp,SLG|SLG-PI,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
SMCI,SMCI,Super Micro Computer,super micro computer,LOW,0,0,0001375365,,,0001375365,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Super Micro Computer, Inc.",super micro computer inc,SMCI|SMCIP,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
SO,SO,SOUTHERN CO/THE,southern co the,LOW,0,0,0000092122,,,0000092122,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",SOUTHERN CO,southern co,SO|SOJC|SOJD|SOJE|SOJF|SOMN,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
SOLS,SOLS,Solstice Advance Materials,solstice advance materials,LOW,0,0,0002064953,,,0002064953,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Solstice Advanced Materials Inc.,solstice advanced materials inc,SOLS,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
SPGI,SPGI,S+P GLOBAL INC,s p global inc,LOW,0,0,0000064040,,,0000064040,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",S&P Global Inc.,s and p global inc,SPGI,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
STZ,STZ,CONSTELLATION BRANDS INC A,constellation brands inc a,LOW,0,0,0000016918,,,0000016918,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","CONSTELLATION BRANDS, INC.",constellation brands inc,STZ,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
SWK,SWK,STANLEY BLACK + DECKER INC,stanley black decker inc,LOW,0,0,0000093556,,,0000093556,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","STANLEY BLACK & DECKER, INC.",stanley black and decker inc,SWK,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
TAP,TAP,MOLSON COORS BEVERAGE CO   B,molson coors beverage co b,LOW,0,0,0000024545,,,0000024545,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",MOLSON COORS BEVERAGE CO,molson coors beverage co,TAP-A|TAP,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
TPL,TPL,Texas Pacific Land,texas pacific land,LOW,0,0,0001811074,,,0001811074,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Texas Pacific Land Corp,texas pacific land corp,TPL,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
TRV,TRV,TRAVELERS COS INC/THE,travelers cos inc the,LOW,0,0,0000086312,,,0000086312,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","TRAVELERS COMPANIES, INC.",travelers companies inc,TRV,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
TSN,TSN,TYSON FOODS INC CL A,tyson foods inc cl a,LOW,0,0,0000100493,,,0000100493,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","TYSON FOODS, INC.",tyson foods inc,TSN,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
TTD,TTD,The Trade Desk,the trade desk,LOW,0,0,0001671933,,,0001671933,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Trade Desk, Inc.",trade desk inc,TTD,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
TTWO,TTWO,TAKE TWO INTERACTIVE SOFTWRE,take two interactive softwre,LOW,0,0,0000946581,,,0000946581,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",TAKE TWO INTERACTIVE SOFTWARE INC,take two interactive software inc,TTWO,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
UA,UA,Under Armour Class C,under armour class c,LOW,0,0,0001336917,,,0001336917,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Under Armour, Inc.",under armour inc,UAA|UA,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
UAA,UAA,Under Armour Class A,under armour class a,LOW,0,0,0001336917,,,0001336917,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Under Armour, Inc.",under armour inc,UAA|UA,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
UHS,UHS,UNIVERSAL HEALTH SERVICES B,universal health services b,LOW,0,0,0000352915,,,0000352915,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",UNIVERSAL HEALTH SERVICES INC,universal health services inc,UHS,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
UPS,UPS,UNITED PARCEL SERVICE CL B,united parcel service cl b,LOW,0,0,0001090727,,,0001090727,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",UNITED PARCEL SERVICE INC,united parcel service inc,UPS,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
V,V,VISA INC CLASS A SHARES,visa inc class a shares,LOW,0,0,0001403161,,,0001403161,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",VISA INC.,visa inc,V,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
WBD,WBD,Warner Bros. Discovery,warner bros discovery,LOW,0,0,0001437107,,,0001437107,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Warner Bros. Discovery, Inc.",warner bros discovery inc,WBD,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
WST,WST,WEST PHARMACEUTICAL SERVICES,west pharmaceutical services,LOW,0,0,0000105770,,,0000105770,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",WEST PHARMACEUTICAL SERVICES INC,west pharmaceutical services inc,WST,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
WU,WU,The Western Union,the western union,LOW,0,0,0001365135,,,0001365135,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Western Union CO,western union co,WU,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
ZBRA,ZBRA,ZEBRA TECHNOLOGIES CORP CL A,zebra technologies corp cl a,LOW,0,0,0000877212,,,0000877212,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",ZEBRA TECHNOLOGIES CORP,zebra technologies corp,ZBRA,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
ARES,ARES,Ares Management,ares management,MEDIUM,0,0,0001176948,,,0001176948,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Ares Management Corp,ares management corp,ARES|ARES-PB,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
